todaymin,todaymax,todaynow,52min,52max,52now,price_change,Open,Prev. Close,Volume,Total traded value,Upper Circuit,Lower Circuit,Market Cap,ROE,P/E Ratio(TTM),EPS(TTM),P/B Ratio,Dividend Yield,Industry P/E,Book Value,Debt to Equity,Face Value,Parent Organisation,Founded,Managing Director,Symbol,name
1424,1469.6,1454.95,831.5,1746,1454.95,+44.05 (3.12%) 1D,"1,450.00","1,410.90","63,385",9.22 Cr,"1,693.05","1,128.75","₹2,106Cr",30.40%,17.58,80.25,8.02,5.67%,29.02,170.36,0.08,10,Accelya Solutions India Limited,1986,Mr. Gurudas Shenoy,ACCELYA,Accelya Solutions India Ltd.
290.1,294.9,290.25,214,556,290.25,+0.65 (0.22%) 1D,293.95,289.60,"25,331",0.74 Cr,347.50,231.70,"₹1,044Cr",40.20%,5.02,57.74,0.65,1.21%,20.90,445.64,0.27,5,Nahar Spinning Mills Limited,1980,Mr. Dinesh Oswal,NAHARSPING,Nahar Spinning Mills Ltd.
3699.2,3764.95,3733.65,2924.2,4318.7,3733.65,+9.85 (0.26%) 1D,"3,722.00","3,723.80","1,51,617",56.61 Cr,"4,096.15","3,351.45","₹39,333Cr",25.67%,33.70,110.51,7.94,0.66%,NA,469.14,0.09,2,L&T Technology Services Limited,2012,Mr. Amit Chadha,LTTS,L&T Technology Services Ltd.
612.8,624.9,623.25,551.3,749.8,623.25,+8.25 (1.34%) 1D,618.10,615.00,"26,065",1.62 Cr,738.00,492.00,"₹8,364Cr",23.31%,21.07,29.18,4.38,1.20%,25.53,149.05,0.13,1,Eris Lifesciences Limited,2007,Mr. Amit Bakshi,ERIS,Eris Lifesciences Ltd.
705,712.2,710,583,788.9,710,+0.35 (0.05%) 1D,709.65,709.65,"1,62,850",11.56 Cr,780.60,638.70,"₹32,291Cr",-11.77%,527.45,-7.15,2.65,0.56%,25.53,260.94,0.37,2,Lupin Limited,1983,NA,LUPIN,Lupin Ltd.
238.1,242.25,241.35,191.55,377.55,241.35,+3.10 (1.30%) 1D,239.20,238.25,"28,45,854",68.68 Cr,262.05,214.45,"₹28,447Cr",8.08%,73.62,3.24,3.39,0.21%,38.71,80.19,0.61,5,Biocon Limited,1978,Mr. Siddharth Mittal,BIOCON,Biocon Ltd.
435.3,439.8,437,393.8,568.5,437,+3.10 (0.71%) 1D,436.00,433.90,"1,57,282",6.87 Cr,477.25,390.55,"₹17,099Cr",21.59%,9.85,44.06,2.10,3.46%,NA,224.83,0.01,5,Sun TV Network Limited,1985,Mr. R. Mahesh Kumar,SUNTV,Sun TV Network Ltd.
2100.05,2145,2127.55,1796.3,2450,2127.55,+32.65 (1.56%) 1D,"2,104.75","2,094.90","2,11,210",44.94 Cr,"2,304.35","1,885.45","₹40,498Cr",22.20%,34.54,60.65,5.84,0.76%,34.74,392.85,0.42,2,Balkrishna Industries Limited,1961,Mr. Rajiv Poddar,BALKRISIND,Balkrishna Industries Ltd.
191.5,193.2,192,154,267.95,192,+0.45 (0.23%) 1D,191.50,191.55,"15,585",0.30 Cr,229.85,153.25,"₹2,504Cr",5.65%,633.92,-7.70,1.79,0.37%,31.51,117.80,0.97,2,Sagar Cements Limited,1981,Shri. Sammidi Reddy,SAGCEM,Sagar Cements Ltd.
798.2,819.3,812.75,507.05,887,812.75,+7.05 (0.88%) 1D,808.00,805.70,"42,650",3.47 Cr,966.80,644.60,"₹2,529Cr",20.17%,10.04,80.25,1.85,1.86%,27.63,435.87,0.08,10,LG Balakrishnan & Bros Limited,1956,Sri. Palanisamy Prabakaran,LGBBROSLTD,LG Balakrishnan & Bros Ltd.
4500,4548.8,4540,3361.55,4901.95,4540,+24.55 (0.54%) 1D,"4,510.00","4,515.45","2,76,017",125 Cr,"4,966.95","4,063.90","₹64,925Cr",20.65%,84.91,53.18,11.55,0.20%,41.88,416.79,0.67,5,Apollo Hospitals Enterprise Limited,1979,Ms. Sangita Reddy,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.
231.2,236.9,234.15,128.4,279.5,234.15,+1.55 (0.67%) 1D,231.25,232.60,"1,55,760",3.65 Cr,279.10,186.10,"₹3,375Cr",10.90%,3.54,65.10,0.68,2.58%,16.92,379.96,0.70,2,NAVA Limited,1972,Shri. Pinnamaneni Prasad,NAVA,Nava Ltd.
1262.5,1275.25,1273,1185.3,1672.6,1273,+3.85 (0.30%) 1D,"1,268.95","1,269.15","35,09,601",447 Cr,"1,396.05","1,142.25","₹5,24,970Cr",31.97%,22.05,57.56,6.96,2.68%,29.02,182.30,0.11,5,Infosys Limited,1981,Mr. Salil Parekh,INFY,Infosys Ltd.
211,214.1,213.05,162.1,270.7,213.05,+1.30 (0.61%) 1D,211.45,211.75,"9,57,077",20.39 Cr,232.90,190.60,"₹5,666Cr",12.33%,21.72,9.75,2.55,0.59%,44.01,82.92,0.03,1,Delta Corp Limited,1990,Mr. Ashish Kapadia,DELTACORP,Delta Corp Ltd.
3533,3589,3587,3186,4609,3587,+33.00 (0.93%) 1D,"3,550.00","3,554.00","96,670",34.68 Cr,"4,264.80","2,843.20","₹2,30,665Cr",11.54%,98.94,35.92,16.83,NA,28.92,231.65,0.05,10,Avenue Supermarts Limited,2000,Mr. Ignatius Noronha,DMART,Avenue Supermarts Ltd.
341.1,349,343.9,263.1,392,343.9,+0.05 (0.01%) 1D,343.80,343.85,"28,396",0.98 Cr,412.60,275.10,"₹1,501Cr",19.37%,6.15,55.93,1.10,2.91%,12.27,312.50,0.25,5,Kalyani Steels Limited,1973,Mr. Ravindra Goyal,KSL,Kalyani Steels Ltd.
6182.15,6369.45,6362.15,5220,7778,6362.15,+181.90 (2.94%) 1D,"6,197.00","6,180.25","8,78,950",559 Cr,"6,798.25","5,562.25","₹3,73,547Cr",23.46%,32.60,189.59,6.87,0.49%,20.68,899.57,3.16,2,Bajaj Finance Limited,1987,Shri. Rajeev Jain,BAJFINANCE,Bajaj Finance Ltd.
360,376,365.3,231.2,391,365.3,+0.05 (0.01%) 1D,368.90,365.25,"92,956",3.40 Cr,438.30,292.20,"₹3,931Cr",14.08%,24.62,10.79,2.19,0.55%,10.31,175.32,0.01,2,Techno Electric & Engineering Company Limited,2005,Shri. Padam Gupta,TECHNOE,Techno Electric & Engineering Company Ltd.
30.7,31.85,31.25,27.35,57.2,31.25,+0.45 (1.46%) 1D,30.85,30.80,"68,25,988",21.33 Cr,36.95,24.65,"₹5,280Cr",2.46%,45.29,0.68,1.13,NA,NA,27.29,0.94,2,TV18 Broadcast Limited,2005,Mr. Rahul Joshi,TV18BRDCST,TV18 Broadcast Ltd.
110.8,114.9,111.95,70.6,144.85,111.95,+1.65 (1.50%) 1D,110.80,110.30,"68,33,583",76.50 Cr,132.35,88.25,"₹6,085Cr",19.47%,5.85,18.86,1.57,4.94%,16.83,80.49,0.69,10,Rashtriya Chemicals & Fertilizers Limited,1978,Shri. Shriniwas Mudgerikar,RCF,Rashtriya Chemicals and Fertilizers Ltd.
4570,4670.1,4641.65,4135.25,5624.95,4641.65,+63.65 (1.39%) 1D,"4,600.00","4,578.00","4,321",2.01 Cr,"5,493.60","3,662.40","₹14,918Cr",35.07%,50.04,91.49,17.32,1.55%,55.33,278.07,0.00,10,Gillette India Limited,1984,Mr. L. V. Vaidyanathan,GILLETTE,Gillette India Ltd.
2050.75,2072,2064.85,2010,2690,2064.85,+14.10 (0.69%) 1D,"2,053.40","2,050.75","41,333",8.53 Cr,"2,460.90","1,640.60","₹10,047Cr",49.32%,35.52,57.74,15.49,2.05%,NA,146.30,0.12,10,Computer Age Management Services Limited,1988,Mr. Anuj Kumar,CAMS,Computer Age Management Services Ltd.
309.15,328.8,325,251.7,524.9,325,+14.65 (4.72%) 1D,312.00,310.35,"38,12,506",124 Cr,372.40,248.30,"₹6,063Cr",10.64%,23.09,13.44,1.23,3.22%,27.25,249.13,0.09,2,Graphite India Limited,1974,NA,GRAPHITE,Graphite India Ltd.
120.2,124.65,123.05,96.65,143.7,123.05,+2.00 (1.65%) 1D,121.25,121.05,"1,27,517",1.57 Cr,145.25,96.85,"₹6,093Cr",7.16%,73.52,-1.61,4.61,0.77%,31.51,24.99,1.37,10,Prism Johnson Limited,1992,Mr. Vijay Aggarwal,PRSMJOHNSN,Prism Johnson Ltd.
371.3,373.4,372.25,349.7,567,372.25,+0.50 (0.13%) 1D,373.40,371.75,"19,762",0.74 Cr,446.10,297.40,"₹2,676Cr",4.74%,102.13,3.64,4.76,0.54%,23.27,78.03,1.48,10,Mahindra Logistics Limited,2007,Mr. Rampraveen Swaminathan,MAHLOG,Mahindra Logistics Ltd.
416,425,418.05,394.55,540.8,418.05,+0.25 (0.06%) 1D,421.00,417.80,"5,92,636",24.78 Cr,501.35,334.25,"₹20,854Cr",24.42%,41.30,10.12,10.82,0.24%,16.83,44.47,0.01,10,Sumitomo Chemical India Limited,2000,Mr. Chetan Shah,SUMICHEM,Sumitomo Chemical India Ltd.
790.6,818,811.2,410,886.45,811.2,+13.00 (1.63%) 1D,798.20,798.20,"1,02,429",8.31 Cr,957.80,638.60,"₹8,102Cr",26.36%,47.11,16.94,12.45,0.25%,41.88,93.23,0.59,10,Rainbow Children's Medicare,1998,Dr. Ramesh Kancharla,RAINBOW,Rainbow Childrens Medicare Ltd.
545,554.3,549.05,501.1,914.45,549.05,+0.60 (0.11%) 1D,547.00,548.45,"78,626",4.32 Cr,658.10,438.80,"₹2,918Cr",27.42%,33.39,16.43,5.96,NA,38.79,99.95,0.12,2,Tarsons Products,2021,Mr. Sanjive Sehgal,TARSONS,Tarsons Products Ltd.
95.5,96.65,95.9,66.41,117.46,95.9,+0.60 (0.63%) 1D,96.45,95.30,"6,12,241",5.87 Cr,114.35,76.25,"₹4,439Cr",10.02%,6.62,14.39,0.49,0.35%,1.20,201.83,0.31,10,Shipping Corporation of India Limited,1950,Capt. Binesh Tyagi,SCI,Shipping Corporation Of India Ltd.
1981.05,2056.75,2049,1306.7,2358.35,2049,+64.60 (3.26%) 1D,"1,984.40","1,984.40","5,98,260",123 Cr,"2,182.80","1,786.00","₹25,751Cr",11.67%,34.71,57.18,3.45,0.35%,27.63,589.46,0.01,10,Escorts Kubota Limited,1944,Mr. Nikhil Nanda,ESCORTS,Escorts Kubota Ltd.
3337,3464.65,3456.6,2750.1,3915,3456.6,+101.45 (3.02%) 1D,"3,337.00","3,355.15","14,876",5.14 Cr,"4,026.15","2,684.15","₹14,220Cr",11.26%,150.02,22.36,12.56,0.09%,27.25,273.69,0.32,2,Hitachi Energy India,2019,Mr. Nuguri Venu,POWERINDIA,Hitachi Energy India Ltd.
195.7,198.7,195.95,162.1,267,195.95,+0.50 (0.26%) 1D,196.40,195.45,"1,63,085",3.20 Cr,234.50,156.40,"₹7,277Cr",-225.08%,NA,-7.87,170.18,NA,25.53,-4.37,2.54,1,Sun Pharma Advanced Research Company Limited,2006,Mr. Dilip Shanghvi,SPARC,Sun Pharma Advanced Research Company Ltd.
10293.9,10444.9,10428,6876.5,10924.05,10428,+108.65 (1.05%) 1D,"10,340.00","10,319.35","1,489",1.55 Cr,"12,383.20","8,255.50","₹19,573Cr",6.91%,71.67,143.98,9.26,0.12%,34.74,1173.36,0.02,5,Zf Commercial Vehicle Control Systems India,2004,Mr. Periakaruppa Kaniappan,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.
309.8,313.2,311.8,268.9,476.5,311.8,+0.15 (0.05%) 1D,311.65,311.65,"24,621",0.77 Cr,373.95,249.35,"₹4,957Cr",8.23%,51.40,6.06,0.93,1.60%,25.53,343.76,0.64,1,Jubilant Pharmova Limited,1978,Mr. Hari Bhartia,JUBLPHARMA,Jubilant Pharmova Ltd.
1580,1612.95,1594.9,1140,1729.95,1594.9,+9.65 (0.61%) 1D,"1,605.00","1,585.25","22,636",3.61 Cr,"1,902.30","1,268.20","₹3,954Cr",14.34%,81.13,19.54,9.00,0.17%,16.83,181.77,0.62,10,Neogen Chemicals Limited,1989,Dr. Harin Kanani,NEOGEN,Neogen Chemicals Ltd.
283,295.25,290,120.75,313.35,290,+8.75 (3.11%) 1D,283.00,281.25,"5,28,483",15.33 Cr,337.50,225.00,"₹3,422Cr",-7.70%,4.16,67.60,1.47,1.78%,20.68,237.35,8.64,10,Ujjivan Financial Services Limited,2004,Mr. Samit Ghosh,UJJIVAN,Ujjivan Financial Services Ltd.
4510,4574.75,4571.8,3156.9,4669.2,4571.8,+44.70 (0.99%) 1D,"4,527.05","4,527.10","1,64,524",75.22 Cr,"4,979.80","4,074.40","₹1,09,044Cr",49.95%,50.88,88.98,42.63,3.77%,24.69,84.72,1.49,1,Britannia Industries Limited,1918,Mr. Varun Berry,BRITANNIA,Britannia Industries Ltd.
1641,1735,1714.5,607.75,1748.4,1714.5,+63.55 (3.85%) 1D,"1,651.35","1,650.95","2,66,188",45.64 Cr,"1,981.10","1,320.80","₹9,243Cr",24.02%,65.82,25.08,14.91,0.21%,38.35,113.98,0.02,2,Data Patterns (India),1988,Mr. Srinivasagopalan Rangarajan,DATAPATTNS,Data Patterns (India) Ltd.
403.1,418.3,413,178.25,421,413,+10.60 (2.63%) 1D,405.00,402.40,"1,77,267",7.32 Cr,482.85,321.95,"₹2,603Cr",8.87%,9.43,30.68,1.87,1.24%,NA,225.68,0.72,2,Agi Greenpac,1960,Mr. Sandip Somany,AGI,AGI Greenpac Ltd.
227.1,234,228.25,174.6,334,228.25,+1.70 (0.75%) 1D,228.90,226.55,"48,450",1.11 Cr,271.85,181.25,₹407Cr,3.16%,25.68,8.82,1.96,0.68%,25.80,120.20,1.39,10,Khadim India Limited,1981,Shri. Siddhartha Burman,KHADIM,Khadim India Ltd.
1334.6,1353.55,1344.15,1217.25,1905,1344.15,+9.10 (0.68%) 1D,"1,342.45","1,335.05","65,250",8.77 Cr,"1,468.55","1,201.55","₹16,938Cr",18.22%,69.91,19.10,5.05,0.37%,14.60,270.43,0.04,10,Whirlpool of India Limited,1960,Mr. Narasimhan Eswar,WHIRLPOOL,Whirlpool Of India Ltd.
552,573.6,561.6,370.9,605,561.6,+11.40 (2.07%) 1D,553.75,550.20,"95,310",5.35 Cr,660.20,440.20,"₹3,686Cr",16.22%,22.45,24.51,3.56,0.05%,10.31,166.10,0.05,2,Ahluwalia Contracts (India) Limited,1979,Shri. Bikramjit Ahluwalia,AHLUCONT,Ahluwalia Contracts (India) Ltd.
1124,1188.7,1172.25,890.8,1378.85,1172.25,+43.00 (3.81%) 1D,"1,128.80","1,129.25","6,33,872",74.31 Cr,"1,355.10",903.40,"₹4,358Cr",11.64%,7.76,145.59,1.11,3.54%,27.25,1056.33,0.19,10,HEG Limited,1972,Shri. Ravi Jhunjhunwala,HEG,HEG Ltd.
390,405.55,402,390,405.55,402,+7.40 (1.88%) 1D,393.05,394.60,"71,577",2.88 Cr,434.05,355.15,"₹4,49,768Cr",6.78%,60.46,12.89,6.43,0.38%,21.17,133.27,3.00,5,,1995,Mr. Gopal Vittal,AIRTELPP,Bharti Airtel Ltd. Partly Paid Equity
331.4,340,336.1,146,340,336.1,+4.90 (1.48%) 1D,333.45,331.20,"3,15,901",10.62 Cr,397.40,265.00,"₹5,288Cr",20.67%,21.41,15.47,4.01,0.60%,12.27,82.67,1.01,2,Ramkrishna Forgings Limited,1981,Mr. Naresh Jalan,RKFORGE,Ramkrishna Forgings Ltd.
74.85,76.75,75.75,61.6,103.65,75.75,+0.95 (1.27%) 1D,74.85,74.80,"5,19,936",3.94 Cr,82.25,67.35,"₹2,878Cr",19.09%,22.33,3.32,4.82,NA,25.80,17.20,2.21,10,Electronics Mart India,2018,Mr. Pavan Bajaj,EMIL,Electronics Mart India Ltd.
767.7,806.9,783.05,464.8,953,783.05,+24.00 (3.16%) 1D,769.50,759.05,"1,29,429",10.13 Cr,910.85,607.25,"₹1,629Cr",19.88%,12.51,60.66,2.28,0.66%,34.74,332.88,0.28,10,GNA Axles Limited,1993,Mr. Ranbir Singh,GNA,GNA Axles Ltd.
370.25,379.8,378.75,299,398.25,378.75,+6.30 (1.69%) 1D,372.45,372.45,"57,357",2.17 Cr,446.90,298.00,"₹5,154Cr",16.69%,32.29,11.53,4.75,0.43%,34.74,83.79,0.53,1,Suprajit Engineering Limited,1985,Mr. Mohan Nagamangala,SUPRAJIT,Suprajit Engineering Ltd.
52.5,53.25,53,28.05,62,53,+0.45 (0.86%) 1D,52.75,52.55,"2,14,22,657",114 Cr,57.80,47.30,"₹57,863Cr",4.06%,31.88,1.65,0.59,1.22%,9.15,92.37,0.81,2,Punjab National Bank,1894,Mr. Atul Goel,PNB,Punjab National Bank
1036,1067.35,1039.25,608.45,1067.35,1039.25,+4.35 (0.42%) 1D,"1,043.40","1,034.90","6,83,800",71.06 Cr,"1,241.85",827.95,"₹18,968Cr",17.49%,40.88,25.31,6.26,0.88%,38.35,170.66,0.00,10,Bharat Dynamics Limited,1970,Shri. P. Radha Krishna,BDL,Bharat Dynamics Ltd.
1377.45,1424.05,1415.6,1101,2646.41,1415.6,+40.00 (2.91%) 1D,"1,390.00","1,375.60","1,91,960",27.17 Cr,"1,650.70","1,100.50","₹4,318Cr",17.86%,8.20,167.73,1.30,2.98%,16.83,1130.78,0.25,10,Polyplex Corporation Limited,1984,Mr. Pranay Jain,POLYPLEX,Polyplex Corporation Ltd.
508.8,515,511,399.3,696.8,511,+1.00 (0.20%) 1D,512.00,510.00,"1,38,993",7.10 Cr,612.00,408.00,"₹2,390Cr",25.43%,9.75,52.29,2.56,2.00%,20.90,219.85,0.25,2,Siyaram Silk Mills Limited,1978,Shri. Rameshkumar Poddar,SIYSIL,Siyaram Silk Mills Ltd.
219.2,238,234,99.25,238,234,+15.95 (7.31%) 1D,219.20,218.05,"38,77,604",90.74 Cr,261.65,174.45,"₹6,645Cr",18.80%,18.96,11.50,3.27,0.92%,12.27,66.64,0.21,1,Usha Martin Limited,1986,Shri. Rajeev Jhawar,USHAMART,Usha Martin Ltd.
407.15,410.6,409.7,340,604,409.7,+2.55 (0.63%) 1D,407.15,407.15,"15,122",0.62 Cr,488.55,325.75,₹890Cr,15.74%,7.09,57.42,0.71,2.46%,20.90,592.29,0.03,10,Century Enka Limited,1965,Mr. Suresh Sodani,CENTENKA,Century Enka Ltd.
193.25,197.95,195.5,113.35,277.6,195.5,+2.90 (1.51%) 1D,193.70,192.60,"1,48,222",2.90 Cr,231.10,154.10,"₹1,205Cr",8.82%,4.42,43.60,0.53,1.30%,20.68,386.24,3.99,10,Repco Home Finance Limited,2000,Shri. Kuppuswamy Swaminathan,REPCOHOME,Repco Home Finance Ltd.
455.3,461.7,458.55,415.4,789.95,458.55,+4.75 (1.05%) 1D,456.00,453.80,"41,046",1.88 Cr,544.55,363.05,"₹2,402Cr",36.93%,32.00,14.18,4.56,4.79%,41.88,97.06,0.04,10,Thyrocare Technologies Limited,2000,Mr. Rahul Guha,THYROCARE,Thyrocare Technologies Ltd.
343.05,358.5,350.4,146.72,395,350.4,+7.80 (2.28%) 1D,344.35,342.60,"8,35,649",29.28 Cr,411.10,274.10,"₹10,890Cr",36.17%,65.14,5.26,12.93,0.36%,27.25,27.53,0.00,1,Triveni Turbine Limited,1995,Mr. Nikhil Sawhney,TRITURBINE,Triveni Turbine Ltd.
930.05,979.9,979,823,1143.45,979,+49.25 (5.30%) 1D,932.30,929.75,"2,04,019",19.97 Cr,"1,115.70",743.80,"₹7,160Cr",6.91%,107.48,8.65,1.18,1.08%,31.51,773.03,0.77,10,Birla Corporation Limited,1919,Shri. Sandip Ghose,BIRLACORPN,Birla Corporation Ltd.
110.1,124.4,122.4,78.15,142.35,122.4,+12.45 (11.32%) 1D,110.15,109.95,"99,95,586",122 Cr,131.90,88.00,"₹18,120Cr",0.50%,49.13,2.24,0.45,0.27%,13.66,238.94,NA,5,The New India Assurance Company Limited,1919,Smt. Neerja Kapur,NIACL,The New India Assurance Company Ltd.
356.3,369.65,367.4,291.75,443.6,367.4,+11.60 (3.26%) 1D,357.00,355.80,"21,39,403",78.60 Cr,391.35,320.25,"₹19,571Cr",10.08%,6.85,51.92,0.79,2.39%,NA,463.99,8.49,2,LIC Housing Finance Limited,1989,Shri. Yerur Gowd,LICHSGFIN,LIC Housing Finance Ltd.
352.5,364.3,359.45,152.05,434,359.45,+6.35 (1.80%) 1D,354.90,353.10,"4,78,294",17.19 Cr,423.70,282.50,₹843Cr,-8.65%,438.11,-2.54,2.80,1.27%,15.27,128.95,0.74,5,Atul Auto Limited,1986,Mr. Jayantibhai Chandra,ATULAUTO,Atul Auto Ltd.
1788.65,1828,1820,1589.5,2314.65,1820,+28.00 (1.56%) 1D,"1,792.95","1,792.00","2,29,250",41.72 Cr,"1,971.20","1,612.80","₹38,245Cr",24.46%,26.87,66.69,6.26,2.34%,21.41,286.19,NA,5,HDFC Asset Management Company Limited,1999,Mr. Navneet Munot,HDFCAMC,HDFC Asset Management Company Ltd.
170.95,177.45,173.3,97.1,177.45,173.3,+2.85 (1.67%) 1D,171.00,170.45,"89,10,795",154 Cr,187.45,153.40,"₹45,000Cr",21.16%,3.12,54.61,0.63,5.87%,13.10,289.79,8.82,10,Power Finance Corporation Limited,1986,Shri. Ravinder Dhillon,PFC,Power Finance Corporation Ltd.
451.85,483.4,465.45,201.1,483.4,465.45,+15.70 (3.49%) 1D,453.50,449.75,"5,83,528",27.16 Cr,539.70,359.80,"₹2,544Cr",-1.18%,20.80,21.63,3.18,1.31%,44.01,154.79,0.00,10,Wonderla Holidays Limited,2002,Mr. Arun Chittilappilly,WONDERLA,Wonderla Holidays Ltd.
457.05,475.65,474.25,412.1,652.35,474.25,+16.25 (3.55%) 1D,457.90,458.00,"25,34,478",120 Cr,503.80,412.20,"₹30,166Cr",24.94%,71.71,6.39,15.54,0.26%,44.01,31.35,1.12,2,Jubilant FoodWorks Limited,1995,Mr. Sameer Khetarpal,JUBLFOOD,Jubilant FoodWorks Ltd.
2760,2838,2786.65,805.5,2838,2786.65,+9.85 (0.35%) 1D,"2,775.00","2,776.80","45,515",12.68 Cr,"3,332.15","2,221.45","₹4,139Cr",14.27%,22.58,122.95,3.92,0.05%,10.31,782.47,0.42,10,Power Mech Projects Limited,1999,Mr. S. Kishore Babu,POWERMECH,Power Mech Projects Ltd.
550.45,563.15,558.55,462.3,792,558.55,+6.70 (1.21%) 1D,554.80,551.85,"3,14,884",17.59 Cr,662.20,441.50,"₹10,847Cr",10.11%,54.24,10.17,2.07,1.81%,25.53,260.47,0.15,2,Alembic Pharmaceuticals Limited,2010,Shri. Pranav Amin,APLLTD,Alembic Pharmaceuticals Ltd.
1195.65,1210.3,1199.65,801,1337.9,1199.65,+7.75 (0.65%) 1D,"1,198.95","1,191.90","1,26,808",15.21 Cr,"1,430.25",953.55,"₹33,055Cr",29.85%,53.71,22.19,12.16,0.29%,12.27,94.83,0.36,2,APL Apollo Tubes Limited,1986,Shri. Sanjay Gupta,APLAPOLLO,APL Apollo Tubes Ltd.
325,335,334,230.05,375,334,+4.35 (1.32%) 1D,329.00,329.65,"58,604",1.96 Cr,395.55,263.75,"₹1,057Cr",19.96%,19.57,16.84,3.72,0.71%,27.25,94.62,1.45,5,Pitti Engineering Limited,1983,Shri. Akshay Pitti,PITTIENG,Pitti Engineering Ltd.
726.9,745,731.55,548.25,995,731.55,+9.60 (1.33%) 1D,727.85,721.95,"55,277",4.04 Cr,866.30,577.60,"₹8,597Cr",8.92%,246.52,2.93,6.05,NA,28.92,121.17,0.54,2,Medplus Health Services,2006,Dr. Gangadi Reddy,MEDPLUS,Medplus Health Services Ltd.
1685,1841,1823.55,1601,2650,1823.55,+140.50 (8.35%) 1D,"1,703.00","1,683.05","47,824",8.72 Cr,"1,851.35","1,514.75","₹3,730Cr",30.01%,81.03,20.77,7.89,0.12%,16.83,219.23,0.29,10,Tatva Chintan Pharma Chem,1996,Mr. Chintan Shah,TATVA,Tatva Chintan Pharma Chem Ltd.
1000.35,1034,1019.7,666.8,1070,1019.7,+16.10 (1.60%) 1D,"1,003.85","1,003.60","68,921",7.03 Cr,"1,204.30",802.90,"₹5,835Cr",24.40%,NA,NA,28.86,NA,23.10,36.59,0.98,10,Kaynes Technology India,2008,Mr. Ramesh Kunhikannan,KAYNES,Kaynes Technology India Ltd.
4140,4257,4210.25,2981.3,5175,4210.25,+78.45 (1.90%) 1D,"4,152.10","4,131.80","21,928",9.23 Cr,"4,958.15","3,305.45","₹20,427Cr",22.90%,39.96,103.40,10.82,0.35%,27.63,424.92,0.01,10,SKF India Limited,1961,Mr. Manish Bhatnagar,SKFINDIA,SKF India Ltd.
12.85,13.55,13.4,10.5,30.9,13.4,+0.25 (1.90%) 1D,13.25,13.15,"1,50,716",0.20 Cr,14.45,11.85,₹241Cr,-53.61%,NA,-19.37,3.90,1.90%,12.61,-12.11,25.08,10,Mep Infrastructure Developers Limited,2002,Mr. Jayant Mhaiskar,MEP,MEP Infrastructure Developers Ltd.
547.15,554.35,551.9,482.4,806.76,551.9,+0.20 (0.04%) 1D,552.00,551.70,"6,48,202",35.77 Cr,606.85,496.55,"₹19,999Cr",25.18%,36.90,14.95,3.38,0.45%,16.83,129.34,0.59,5,Aarti Industries Limited,1984,Shri. Rajendra Gogri,AARTIIND,Aarti Industries Ltd.
360.4,367.45,364.55,337.55,724.9,364.55,+4.30 (1.19%) 1D,361.65,360.25,"1,13,237",4.13 Cr,432.30,288.20,"₹5,340Cr",10.09%,19.80,18.19,2.19,3.33%,NA,170.58,0.38,10,Quess Corp Limited,2007,Mr. Krishna Moraje,QUESS,Quess Corp Ltd.
329.85,335.8,332.95,306.05,449.5,332.95,+2.60 (0.79%) 1D,330.35,330.35,"61,503",2.05 Cr,396.40,264.30,"₹6,354Cr",16.20%,33.86,9.76,4.62,1.14%,28.50,78.00,0.00,1,Saregama India Limited,1946,Mr. Vikram Mehra,SAREGAMA,Saregama India Ltd.
1368.2,1394,1389.05,1143,1697.1,1389.05,+16.55 (1.21%) 1D,"1,374.95","1,372.50","1,93,995",26.95 Cr,"1,509.75","1,235.25","₹6,986Cr",7.49%,38.80,35.37,3.60,1.27%,21.41,390.45,0.00,10,Multi Commodity Exchange of India Limited,2002,Mr. Padala Reddy,MCX,Multi Commodity Exchange Of India Ltd.
71.15,73.1,72.6,63.1,200,72.6,+1.45 (2.04%) 1D,71.45,71.15,"25,12,385",18.24 Cr,85.35,56.95,"₹8,457Cr",7.48%,NA,NA,1.67,NA,25.53,NA,NA,10,Piramal Pharma,2020,NA,PPLPHARMA,Piramal Pharma Ltd.
136.25,140.8,136.85,82.24,140.8,136.85,+0.70 (0.51%) 1D,136.70,136.15,"96,80,290",132 Cr,149.75,122.55,"₹35,851Cr",21.11%,3.45,39.51,0.70,8.70%,13.10,209.69,6.50,10,REC Limited,1969,Shri. Vivek Dewangan,RECLTD,REC Ltd.
2631.05,2708.5,2688.2,1370,2873,2688.2,+13.90 (0.52%) 1D,"2,651.00","2,674.30","26,298",7.07 Cr,"3,209.15","2,139.45","₹1,511Cr",5.30%,22.24,120.27,1.35,1.12%,27.25,2140.01,0.24,10,Bharat Bijlee Limited,1946,Mr. Nikhil Danani,BBL,Bharat Bijlee Ltd.
102.4,118.9,114.7,77,146.45,114.7,+12.70 (12.45%) 1D,102.40,102.00,"53,42,468",61.28 Cr,122.40,81.60,"₹1,083Cr",-6.00%,NA,-0.89,0.72,NA,9.15,145.52,1.53,10,Suryoday Small Finance Bank Limited,2008,Mr. Baskar Ramachandran,SURYODAY,Suryoday Small Finance Bank Ltd.
